*Frequency 	VF1-abs (dB)	VF1-phase (deg)
10	-1.87457718145432E-6	-0.0297011664185791
10.115794542599	-1.91824568894362E-6	-0.0300451172016716
10.2329299228075	-1.96293155464492E-6	-0.0303930517130623
10.3514216667934	-2.00865848367717E-6	-0.0307450161160991
10.471285480509	-2.05545073854162E-6	-0.0311010571098693
10.5925372517729	-2.10333313912184E-6	-0.0314612219354455
10.7151930523761	-2.15233109354223E-6	-0.0318255583822045
10.839269140212	-2.20247059334647E-6	-0.0321941147942218
10.9647819614318	-2.25377823857007E-6	-0.0325669400767406
11.091748152624	-2.30628125509833E-6	-0.0329440837027186
11.2201845430196	-2.36000749273772E-6	-0.0333255957194511
11.3501081567232	-2.41498546378906E-6	-0.0337115267552737
11.4815362149688	-2.47124433340434E-6	-0.0341019280263433
11.6144861384034	-2.52881395044518E-6	-0.0344968513435005
11.7489755493953	-2.58772486676957E-6	-0.0348963491192127
11.8850222743702	-2.6480083362675E-6	-0.0353004743746
12.0226443461741	-2.70969634764826E-6	-0.035709280746544
12.1618600064637	-2.77282163119076E-6	-0.0361228224948823
12.3026877081238	-2.83741768574481E-6	-0.0365411545096869
12.4451461177139	-2.90351878741016E-6	-0.0369643323186305
12.5892541179417	-2.97116001653775E-6	-0.0373924120944396
12.7350308101666	-3.04037726062278E-6	-0.0378254506624372
12.8824955169313	-3.11120725577094E-6	-0.038263505508175
13.031667784523	-3.18368758766278E-6	-0.0387066347851559
13.1825673855641	-3.2578567233767E-6	-0.0391548973226504
13.3352143216332	-3.33375402296092E-6	-0.0396083526336045
13.4896288259165	-3.41141976450621E-6	-0.0400670609226435
13.6458313658892	-3.4908951711471E-6	-0.0405310830941706
13.8038426460288	-3.57222242263401E-6	-0.0410004807605631
13.9636836105594	-3.65544468040586E-6	-0.0414753162504663
14.1253754462275	-3.74060611748441E-6	-0.0419556526171871
14.288939585111	-3.82775193679661E-6	-0.042441553647188
14.4543977074593	-3.91692839238998E-6	-0.0429330838686837
14.6217717445672	-4.00818281932693E-6	-0.0434303085603402
14.7910838816821	-4.10156365779312E-6	-0.0439332937600788
14.9623565609443	-4.19712047527721E-6	-0.0444421062739865
15.1356124843621	-4.29490400032247E-6	-0.0449568136853332
15.3108746168203	-4.39496613892057E-6	-0.0454774843636979
15.4881661891248	-4.49736001308493E-6	-0.0460041874742047
15.6675107010815	-4.6021399820661E-6	-0.0465369929868709
15.8489319246111	-4.7093616732105E-6	-0.0470759716860676
16.0324539069004	-4.81908201281914E-6	-0.0476211951800952
16.2181009735893	-4.93135925989935E-6	-0.0481727359108746
16.4058977319954	-5.04625302159428E-6	-0.048730667163756
16.5958690743756	-5.16382430718553E-6	-0.049295063077447
16.7880401812256	-5.28413554352268E-6	-0.0498659986540611
16.9824365246174	-5.40725061841834E-6	-0.0504435497692883
17.1790838715759	-5.53323490668533E-6	-0.0510277931826897
17.3780082874938	-5.66215531546039E-6	-0.0516188065481183
17.5792361395869	-5.7940803063841E-6	-0.0522166684242655
17.7827941003892	-5.92907994188893E-6	-0.0528214582853376
17.9887091512879	-6.06722592280845E-6	-0.053433256531863
18.1970085860998	-6.20859162405784E-6	-0.054052144501631
18.4077200146896	-6.35325212259979E-6	-0.0546782044807651
18.6208713666287	-6.50128426591226E-6	-0.055311519714933
18.836490894898	-6.65276668452516E-6	-0.0559521744206929
19.0546071796325	-6.80777984602319E-6	-0.0566002537969809
19.2752491319094	-6.96640610036977E-6	-0.0572558440367396
19.4984459975805	-7.12872971848065E-6	-0.0579190323386899
19.7242273611485	-7.29483694044089E-6	-0.0585899069192483
19.9526231496888	-7.4648160198645E-6	-0.0592685570245931
20.1836636368156	-7.63875727211142E-6	-0.0599550729428777
20.4173794466953	-7.81675312443321E-6	-0.0606495460165982
20.6538015581053	-7.99889816129717E-6	-0.0613520686551131
20.8929613085404	-8.18528917260333E-6	-0.0620627343473192
21.1348903983665	-8.37602521829524E-6	-0.0627816376744862
21.3796208950223	-8.57120766789813E-6	-0.0635088743232515
21.6271852372702	-8.77094026030805E-6	-0.0642445410987768
21.8776162394955	-8.97532916165236E-6	-0.064988735938071
22.1309470960564	-9.18448301350704E-6	-0.0657415579234792
22.3872113856834	-9.39851300329349E-6	-0.0665031072963425
22.6464430759306	-9.61753290960295E-6	-0.0672734854708284
22.9086765276777	-9.84165918223673E-6	-0.068052795047938
23.1739464996848	-1.00710109836733E-5	-0.0688411398296881
23.4422881531992	-1.03057102642871E-5	-0.0696386248334744
23.7137370566166	-1.05458818298524E-5	-0.070445356306617
23.9883291901949	-1.07916534013332E-5	-0.0712614417410904
24.2661009508242	-1.10431556881732E-5	-0.0720869898884416
24.5470891568503	-1.1300522458693E-5	-0.0729221107748986
24.8313310529557	-1.15638906075948E-5	-0.0737669157166727
25.1188643150958	-1.18334002331095E-5	-0.0746215173354564
25.409727055493	-1.21091947093236E-5	-0.075486029574121
25.7039578276886	-1.23914207700766E-5	-0.0763605677126167
26.0015956316527	-1.26802285783949E-5	-0.0772452483840768
26.3026799189538	-1.29757718152112E-5	-0.078140189591132
26.6072505979881	-1.32782077545844E-5	-0.0790455107224347
26.9153480392692	-1.35876973553123E-5	-0.0799613325693993
27.2270130807791	-1.39044053448304E-5	-0.0808877773431604
27.5422870333817	-1.42285003088966E-5	-0.0818249686917517
27.8612116862977	-1.45601547725966E-5	-0.0827730317175114
28.1838293126445	-1.48995453122088E-5	-0.0837320929947149
28.5101826750391	-1.52468526352454E-5	-0.0847022805874407
28.8403150312661	-1.56022616817098E-5	-0.0856837240676702
29.1742701400117	-1.59659617301752E-5	-0.0866765545336303
